timestamp,temperature,humidity,vibration,pressure,is_anomaly
2026-05-16 00:00:00,16.496714153011233,75.01823221537514,0.021325762537334828,99.88854204306297,0
2026-05-16 01:00:00,16.066180741094406,71.32671862181122,0.02234694771497065,101.246504778432,0
2026-05-16 02:00:00,17.45153611539406,70.94240026347332,0.020362043117407413,101.49822174849679,0
2026-05-16 03:00:00,19.280389169288743,73.66221685261443,0.01740633610408831,102.14014903852127,0
2026-05-16 04:00:00,18.765846625276666,72.92905357603455,0.020799375903505283,102.58054068656837,0
2026-05-16 05:00:00,20.212948772435695,71.06167430934607,0.018697286212416342,99.98490580817213,0
2026-05-16 06:00:00,23.57921281550739,68.77349761372489,0.018942766636500488,100.18914248878966,0
2026-05-16 07:00:00,24.320348999768036,68.83888421090892,0.021172728037510188,99.74242214108538,0
2026-05-16 08:00:00,24.53052561406505,66.89606014812924,0.02247656614286727,100.76598014089302,0
2026-05-16 09:00:00,26.78520073070525,64.61522996463117,0.020042543153472123,101.46635837444633,0
2026-05-16 10:00:00,26.73273472989417,66.60550272628002,0.020617666025197927,101.9873345165891,0
2026-05-16 11:00:00,27.329825204164152,63.77939428143862,0.023404429889270478,100.92404897635748,0
2026-05-16 12:00:00,28.241962271566035,65.82293569417611,0.020481506358977136,100.68015247674515,0
2026-05-16 13:00:00,25.88227471307661,63.48901302106302,0.02520336622836079,101.15175799224875,0
2026-05-16 14:00:00,25.4712345901936,69.28132360249641,0.021131019291263087,100.16485709836998,0
2026-05-16 15:00:00,25.68035315787831,68.00091243852344,0.016478474481688366,103.08953872169478,0
2026-05-16 16:00:00,23.987168879665575,68.92232436489529,0.021506683242209064,99.39233897288194,0
2026-05-16 17:00:00,23.8671616032104,70.47165268532271,0.020762316769765556,101.18474057889573,0
2026-05-16 18:00:00,21.09197592447879,74.05736814934212,0.022579505508165492,103.02360621922963,0
2026-05-16 19:00:00,19.034782028049584,74.40091450759658,0.021346362702539916,101.00679984455999,0
2026-05-16 20:00:00,20.465648768921554,67.54573252219946,0.019723088032032453,100.80996096499851,0
2026-05-16 21:00:00,17.53158301239418,71.01557965661326,0.01755140352742127,100.64255457718957,0
2026-05-16 22:00:00,16.871375781981293,72.8532622190236,0.01958195348542795,100.8196083182376,0
2026-05-16 23:00:00,14.779696856052134,75.82842461557995,0.0182989590915814,102.37284847467653,0
2026-05-17 00:00:00,15.455617275474818,76.2708242205584,0.018838953100390556,98.7881380886705,0
2026-05-17 01:00:00,16.315367631975455,73.09621826811271,0.02117715680884122,102.53343370129633,0
2026-05-17 02:00:00,15.652853999871065,75.4512503290573,0.023339809008702812,99.57604284754986,0
2026-05-17 03:00:00,18.13305733122639,71.58278827031225,0.020789343059645964,100.73334767076558,0
2026-05-17 04:00:00,18.399361310081193,71.65747534595116,0.017608233875929632,100.57075557970134,0
2026-05-17 05:00:00,20.1553919795916,68.66236422263027,0.020889205336440283,101.58855326977071,0
2026-05-17 06:00:00,21.398293387770604,68.6348987975617,0.022393262973291302,99.40187564811625,0
2026-05-17 07:00:00,25.405192455124062,64.57247682466809,0.018780434191361235,101.46217266608194,0
2026-05-17 08:00:00,24.986502775262068,65.65905127383569,0.019731965666654167,103.02430962328685,0
2026-05-17 09:00:00,25.184929758163385,69.55933978668497,0.020029376389458394,99.6368259954072,0
2026-05-17 10:00:00,28.018697334809822,63.28624435448826,0.01843020337383552,101.1897061676104,0
2026-05-17 11:00:00,26.574711307763387,71.60499508346408,0.02129656086768772,100.3380178222034,0
2026-05-17 12:00:00,28.208863595004754,66.01954492575797,0.019758103702784437,101.42588720619304,0
2026-05-17 13:00:00,25.835884833854635,67.30096438030604,0.020839064887814056,101.01914777741575,0
2026-05-17 14:00:00,25.8679663738082,65.188911340591,0.0182250156443958,100.3585130909557,0
2026-05-17 15:00:00,26.439501922988406,67.84901822042725,0.01912508339935318,101.48787228487107,0
2026-05-17 16:00:00,25.73846657999541,65.85795108352812,0.021444762715655544,102.80434810978674,0
2026-05-17 17:00:00,23.724282551805096,68.86459358784664,0.019254333695816465,100.8090962082727,0
2026-05-17 18:00:00,21.88435171761176,75.21268770244818,0.02345392770246681,101.71975794214818,0
2026-05-17 19:00:00,20.145982033795583,71.29109457351423,0.019200727628770797,99.70672704212883,0
2026-05-17 20:00:00,17.521478009632574,75.88136424486528,0.020449369451503774,100.043563623182,0
2026-05-17 21:00:00,17.03751510448601,72.56363506615942,0.02186518166374618,101.47240627788038,0
2026-05-17 22:00:00,16.343208806333582,74.45545597393921,0.017163268534133937,102.48411602853596,0
2026-05-17 23:00:00,17.261567268484505,77.33234745648342,0.01647838237603845,101.35561334878567,0
2026-05-18 00:00:00,16.34361828956846,73.2711712527697,0.016948687370859812,100.68694196947685,0
2026-05-18 01:00:00,14.441404886902856,79.67177320647157,0.022525168206854365,100.99929140542335,0
2026-05-18 02:00:00,17.127931546688163,75.31315863356042,0.018896283708215108,99.74959226603028,0
2026-05-18 03:00:00,17.3722770324644,72.57724482223995,0.025116398571336504,101.60451532635537,0
2026-05-18 04:00:00,18.323077999694043,74.20635307835582,0.018871504802685225,101.88233306232341,0
2026-05-18 05:00:00,21.058762018225742,72.69809928467286,0.020369102606394074,100.54790966716692,0
2026-05-18 06:00:00,23.03099952249595,70.41882030643764,0.02308421990513575,100.5299578522405,0
2026-05-18 07:00:00,24.484194389731325,64.87219504843404,0.024012185776318244,101.26587822965205,0
2026-05-18 08:00:00,24.16078247677736,66.81709966692837,0.024123007153272796,100.5632802639594,0
2026-05-18 09:00:00,25.93342831126807,66.35822007988253,0.022416732461186285,100.93386738537417,0
2026-05-18 10:00:00,27.527415854110195,65.42920045851174,0.022048125051622926,103.09972178916651,0
2026-05-18 11:00:00,28.77110008485677,65.82446412721595,0.021185053898402365,100.752974299254,0
